V1,Source,Q118_4,Q118_5,Q118_6,Q118_7,Q118_8,Q118_9,Q118_10,Q118_11,Q118_12,Q118_13,Q118_14,Q118_15,Q118_16,Q118_17,Q118_18,Q118_19,Q118_20,Q118_21,YEAR
R_BsTnPOAVycB7fH3,0,3,2,2,1,3,3,1,2,3,1,4,1,2,2,2,2,2,1,2015
R_2upHQeytkOKSDqo,0,4,2,1,1,2,2,1,3,3,1,4,2,2,2,1,3,2,2,2015
R_2AXM0yxzFyBtFlV,0,2,3,2,2,3,1,3,2,2,2,2,3,1,1,2,2,2,2,2015
R_2zqkyEaBfD3asLk,0,4,4,4,2,1,3,4,4,4,1,3,2,4,3,2,3,2,3,2015
R_UgUForq7TN5xpeh,0,4,3,4,1,3,4,1,3,4,2,4,2,2,3,2,2,3,2,2015
R_2aqXjFy5ihSXgqW,0, , , , , , , , , , , , , , , , , , ,2015
R_UgWbvHgqirsWDeN,0,3,2,2,1,1,4,1,4,4,1,4,2,3,3,1,2,3,2,2015
R_2VxUmCX2aJbQEjS,0,4,4,4,1,1,4,1,3,3,1,4,1,4,3,1,2,3,1,2015
R_3fI6ckprzR5ESWu,0, , , , , , , , , , , , , , , , , , ,2015
R_1n6LpLkPhQMmLHB,0,3,2,3,2,3,3,1,2,3,2,3,2,2,2,1,3,3,2,2015
R_3jCeKF3EpFkxnax,0,3,3,2,1,3,3,1,3,3,1,3,2,3,2,1,2,3,2,2015
R_3kEPM5zqWb419UV,0,4,3,3, ,4,3,4,3,3,2,3, ,4,4,3,3,2,4,2015
R_3NESo9DEcAXtQcK,0,3,2,2,1,4,3,2,2,3,1,4,1,1,2,2,2,2,1,2015
R_3Pz651lELFzQRaW,0,3,1,3,3,2,2,1,2,3,1,3,1,1,2,1,1,4,1,2015
R_3J3ZU0Xm89DjEaU,0,2,3,3,2,4,3,2,3,3, ,2,4,4,3,4,4,3,3,2015
R_bp9BBuOlYTH4mEd,0,4,3,2,1,3,3,1,2,3,1,4,1,2,1,1,2,3,2,2015
R_4MzG5itKaopIBBb,0,4,3,4,1,2,3,1,4,4,1, ,1,1,3,2,4,2,1,2015
R_Qh5Wt5c4fG0HMXf,0, , , , , , , , , , , , , , , , , , ,2015
R_27ItPHFfg0zywH7,0,3,2,2,1,2,2,2,2,2,1,3,2,2,2,2,2,2,3,2015
R_6Lmn9wiivA1MYmJ,0,3,3,3,3,2,2,2,3,3,2,2,2,3, ,1,3,2,3,2015
R_3dP6fjpm2a9eBSZ,0,3,4,3,2,2,3,2,2,3,1,3,4,3,2,2,1,1,3,2015
R_VKEBPKfH6QqxgAN,0,4,4,4,1,4,4,2,2,3,1,4,2,3,2,1,1,2,4,2015
R_1FgUdmv22uifeYp,0,2,3,2,3,4,3,3,3,2,2,2,3,3,2,3,2,2,2,2015
R_30cnHupt3j2gIHF,0,2,1,1,1,3,3,4,4,4,3,1,4,3,1,2,3,2,4,2015
R_1FghMWyrUnWscdt,0,3,3,2,2,4,3,2, ,3,2,3,2,4,3,3,3,3,3,2015
R_3NPSvt5E6ZX6qg2,0,4,2,2,2,3,3,2,3,3,2,3,2,2,3,2,3,3,2,2015
R_2izLaoAa3ZcQUpn,0,4,1,4,2,2,3,1,4,4,2,4,2,3,2,2,4,3,2,2015
R_8qTrCeF6TLuKuLr,0,3,2,2,2,2,2,3,3,2,1,2,1,1,1,1,1,2,4,2015
R_5BJj1ShOVs9atEx,0,4,3,2,1,3,3,2,3,3,1,4,2,2,2,4,3,3,2,2015
R_78xUPIpaxEtkESx,0,4,3,2,2,2,3,1,3,2,1,4,2,2,3,3,3,3,2,2015
R_4NruhoouWzEvnKt,0,4,2,2,1,2,3,1,2,3,1,4,1,1,3,1,2,3,1,2015
R_81bguASwW8zHJlz,0,3,2,4,2,3,3,1,3,2,1,3,3,3,3,3,3,3,3,2015
R_brRnyve3nTYj177,0,4,3,2,1,3,2,1,3,3,2,4,1,2,2,3,3,2,2,2015
R_10AwJO82Bhfgf47,0,4,2,3,1,4,4,1,3,3,1,4,1,2,3,1,2,4,2,2015
R_3hnKL0RCV7U35P8,0,3,2,3,2,3, , , ,1,2,4,2,2,3,4,2,3,3,2015
R_sMxMAzxNxCg3pF7,0,2,2,3,3,2,3,2,3,4,2,2,1,3,3,2,2,3,4,2015
R_2ANBluLVlb0mEUk,0,4,3,3,3,4,2,3,2,4,3,2,4,3,3,2,3,3,1,2015
R_3PiQtnxCJZI6IXk,0,4,2,2,3,4,2,2,4,2,2,4,2,2,2,2,2,1,2,2015
R_TtGlMaSGzEWNhO9,0,4,2,4,1,2,4,1,4,4,1,4,1,1,3,1,3,3,1,2015
R_1FEUNfZxiKDSwg8,0,4,3,3,1,1,4,1,4,4,1,4,1,4,3,1,2,4,1,2015
R_3lyTfbUvvJylSXt,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2015
R_3etAmnaEvHjXlcp,0, , , , , , , , , , , , , , , , , , ,2015
R_1OBwscKM6UxLUE2,0,3,4,1,2,2,2,3,3,4,2,3,3,3,1,4,1,1,4,2015
R_1PXCqmhqBzinNv3,0,3,2,2,1,1,3,1,2,2,1,3,1,2,2,1,2,2,2,2015
R_tEw3QN5WLBKp1gB,0,3,2,3,2,4,3,2,3,2,1,2,2,2,2,2,2,3,1,2015
R_1Or9Lr65YVXEo0U,0,3,3,1,1,2,1,2,2,3,1,2,1,3,2,4,2,1,4,2015
R_9mlL48h50KOXrAl,0,4,3,3,2,4,2,2,3,4,2,4,3,3,2,1,1,3,1,2015
R_2903Qar0vFVzqyE,0,4,4,1,1,4,4,4,4,1,1,4,1,4,1,4,1,1,4,2015
R_3jY6h48RzupaZvb,0,2,3,3,2,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2015
R_26hClvlJoqdoyWx,0,4,2,3,1,4,4,1,4,3,1,3,2,1,3,2,3,4,1,2015
R_1nNsKFjTdX3pb4F,0,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2015
R_2Qh3uQdSBCggNpX,0,4,1,3,2,1,4,1,3,3,1,4,3,2,3,1,3,2,1,2015
R_ai1dlc4gJMw8BYB,0,4,4,2,2,2,1,3,4,2,1,2,1,1,3,4,4,4,2,2015
R_1BVMSouzDpXed5y,0,3,3,3,2,2,3,1,4,3,1,4,1,2,3,1,3,4,1,2015
R_2Y5opoe8nUi8Fzl,0,4,2,3,1,2,3,2,4,2,1,4,1,1,2,3,4,2,1,2015
R_bPBPyANRzEaNc2Z,0,3,3,4,2,4,3,1,3,3,1,3,2,3,3,2,3,4,1,2015
R_eQi3cTihbYTADvn,0,3,4,4,1,2,4,1,3,3,1,3,1,2,4,2,3,4,1,2015
R_0BBUIk2Xfgv5mkd,0,3,3,1,1,4,4,3,2,2,1,3,2,4,2,4,1,2,3,2015
R_3FKFSmxbUyDArED,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2015
R_1pLtzd0mMoSuofU,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2015
R_2S7FLssRCeKKBy9,0,4,3,2,2,3,4,2,3,3,4,3,2,3,4,2,3,2,4,2015
R_3O1drgUOTRasYcY,0,1,2,1,3,4,2,1,3,2,1,3,2,1,3,4,2,1,2,2015
R_2uE3CK40zRuvfe2,0,3,1,2,2,2,4,3,4,1,2,4,2,1,1,2,1,1,2,2015
R_24CNE9KUhgsakBD,0,4,1,3,1,4,4,1,2,3,2,4,2,3,3,1,1,4,4,2015
R_22FFtSinGCrzxcA,0,4,1,2,1,1,1,2,3,3,1,3,1,1,3,1,1,2,1,2015
R_1irOrqL7AIp6Tv5,0,3,3,4,1,4,3,2,3,2,1,4,1,2,3,1,1,4,1,2015
R_1dAM7hE3zQxoz2u,0,4,2,3,2,2,2,4,4,4,1,4,1,2,1,2,2,3,2,2015
R_3Mas5QiJL4mB8cd,0,4, ,2,2,3,3,1,3,3,1,4,2,2,3,2,3,3,2,2015
R_2YrbxF7iHWGlOTo,0,4,1,2,2,1,3,1,3,2,1,4,1,2,2,2,3,2,2,2015
R_8H9gTmHfOXcDojz,0,4,2,2,1,3,2,1,2,2,1,4,1,1,2,1,2,3,2,2015
R_1f2bB6SgXxOchAB,0,4,1,3,1,2,4,1, ,4,1,4,1,1,3,1,4,2,2,2015
R_9T4PKLkMJXeDPox,0,3,2,3,1,4,3,2,3,3,3,4,1,1,3,2,3,3,1,2015
R_5AriDhUn2rvsutn,0,4,2,3,1,3,3,1,2,3,1,4,1,2,3,1,2,3,1,2015
R_a3GUREyRZWYgq4B,0,4,2,4,1,2,3,1,3,2,1,4,2,2,3,1,2,4,1,2015
R_1rixTg0jny0kPZj,0,3,4,4,2,3,4,1,2,4,3,4,1,4,3,3,2,2,1,2015
R_23pL6G7ElRTNa6x,0,3,3,3,1,3,3,1,3,3,2,3,3,2,3,1,3,3,2,2015
R_wMkWiS33OrXqbzr,0,4,2,3,1,3,3,1,4,3,1,4,1,2,3,3,3,4,2,2015
R_Ah2XUUQnn5FIZXP,0,3,3,3,3,4,4,4,2,1,1,2,2,3,1,3,2,3,3,2015
R_1i3Aj43hQNb81Np,0,2,3,2,2,3,4,3,2,1,2,2,3,3,1,3,1,1,3,2015
R_bEPhqL9L1mNMgeh,0,2,3,3,2,2,2,2,3,1,2,2,1,2,3,2,3,1,1,2015
R_1QgSPz5Li6VrQb6,0,3,2,2,1,3,4,1,3,3,1,2,3,2,2,1,2,2,2,2015
R_SNuUDQLnwG7iMyB,0,3,1,3,1,1,2,2,4,3,1,3,2,1,4,2,3,4,1,2015
R_1Qyd1mkMKqBFdM1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2015
R_1kXFzR010QUMrPl,0,3,2,4,1,1,3,1,3,3,1,2,1,2,3,1,2,2,1,2015
R_3shNZTPcoNfV6gt,0,3,2,2,1,2,3,1,3,3,1,3,1,1,2,1,2,2,1,2015
R_2cdwF8rcRravVUO,0,4,3,3,2,3,3,2,1,2,4,4,3,2,2,1,2,3,2,2015
R_2VQ5IC7udErjS1Q,0,4,4,3,1,3,3,2,3,2,2,3,2,2,2,1,2,2,1,2015
R_ZeG3fzG5xJj39g5,0,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,2015
R_u7K1qpk5mfCZf5T,0,4,1,4,1,4,4,1,4,3,1,4,1,1,4,1,1,4,1,2015
R_1GwCoAgiKQzcwZo,0,3,2,2,1,3,3,1,3,3,1,3,2,1,2,1,1,3,2,2015
R_410KWThIwOB0Yy9,0,4,1,4,2,3,2,3,2,3,3,2,2,2,3,3,2,2,3,2015
R_szfBtxhX4njyHV7,0,4,2,4,1,3,4,1,2,3,1,4,1,4,2,1,1,4,2,2015
R_3NR5T7vLlslzJb5,0,3,3,1,1,3,2,2,1,3,4,3,4,4,2,4,2,2,4,2015
R_2QVyvlM1HiE36iF,0,3,3,3,1,3,3,2,2,2,3,4,1,3,2,2,1,2,1,2015
R_2dFmWoWEpg7uQfl,0,2,3,3,2,2,2,2,3,3,3,1,2,3,3,2,3,2,3,2015
R_3s7yKVoonk8HeJQ,0,1,1,1,2,3,3,2,4,1,1,3,3,1,3,4,4,2,2,2015
R_3J3L6gqRQHNbAnQ,0,3,2,2,1,2,3,2,3,3,1,2,2,3,2,3,3,2,2,2015
R_2dWJHlfDTc3KwUq,0,3,2,3,1,3,3,1,4,3,1,3,2,1,3,2,2,3,1,2015
R_bBiX9AUvhFszneZ,0,4,3,2,1,4,3,1,4,4,2,3,1,2,3,2,3,3,1,2015
R_3oAOagq5e8q1Vhw,0,4,1,3,1,4,3,1,4,3,1,4,1,1,2,2,3,3,1,2015
R_3MLqPZf2mCbRqdi,0,4,3,3,1,3,4,1,3,3,2,4,1,2,3,2,3,4,2,2015
R_2P0CJ4T82uYNECM,0,3,2,3,2, ,3,2,1,3,2,4,3,2,3,3,2,3,2,2015
R_sZG5QpCjxP9OuCR,0,4,2,3,3,2,2,3, ,4,4,3,2,3,3,3,2,3,4,2015
R_3P7QJM6veFcGjzg,0,3, ,3,1,3,4,1,2,4,1,4,1,2,2,1,3,4,2,2015
R_r1PeM14hVmOS1Et,0,4,3,4,2,2,3,1,3,3,1,4,2,3,3,3,3,3,2,2015
R_7QBdmzbi9UMrqyR,0,4,2,3,1,4,3,1,4,3,1,4,1,1,2,2,1,4,2,2015
R_3KZv0COzNjRWArj,0,3,4,3,2,4,4,2,3,3,3,2,3,2,3,2,3,2,3,2015
R_9tcq5pluEp3J6XT,0,3,3,2,2,2,3,2,2,2,2,3,2,3,2,3,2,1,2,2015
R_7UQXVF7Z6c0tOZv,0,4,2,3,1,3,3,1,3,3,1,2,1,4,4,1,3,3,2,2015
R_snYkD1s8a62g6fD,0,3,2,2,2,2,2,2,2,3,1,3,2,2,1,3,2,2,3,2015
R_2s1GtRd5MTZOYhL,0, , , , , , , , , , , , , , , , , , ,2015
R_33Bb7Gwxeup9P0s,0,4,4,1,2,2,4,2,4,3,3,4,2,3,3,1,3,2,2,2015
R_1Lw0UIEWv9qwyBl,0,4,2,3,2,1,3,2,3,2,1,3,2,1,2,4,3,2,1,2015
R_pGkFIwuUCXHLD5n,0,3,2,2,2,1,3,1,2,2,1,3,1,2,2,2,3,2,1,2015
R_2rSN7NQPJWtgTKb,0, , , , , , , , , , , , , , , , , , ,2015
R_e2qcuLXfn0hco3T,0,3,2,3,2,3,2,1,2,2,1,4,2,2,2,3,2,2,2,2015
R_3NQicxeIO3BAa7k,0,4,4,4,1,1,3,1,4,4,2,4,4,4,4,4,4,4,1,2015
R_2Xh5XWzxextJXnC,0,3,2,3,1,2,3,1,4,3,1,4,1,2,3,1,3, ,3,2015
R_2wpq2OLvAoYo0yf,0,4,2,3,2,2,2,1,4,4,1,4,1,3,2,1,4,3,1,2015
R_2OSDOBJUGvmyCk0,0,2,4, ,2,4,2,2,1,2,1,2,2,4,1,4,1,1,4,2015
R_0dBletlrLvsYd3j,0,2,1,1,1,1,2,1,2,3,1,2,2,2,2,2,4,3,2,2015
R_25urFJ8NKglGcQI,0,4,2,3,1,4,3,1,3,3,1,4,1,2,3,2,3,3,2,2015
R_3QWTfL0zfhHciOE,0,3,1,3,1,2,3,1,2,3,1,4,1,2,3,1,3,3,1,2015
R_7QEBUKiq496InoV,0,2,3,3,2,1,2,3,4,3,2,2,2,2,3,3,3,3,2,2015
R_12a1R7kpOr0mstY,0,3,2,2,1,2,3,3,2,2,2,3,2,3,2,2,1,3,2,2015
R_0kMFLoLwlUuzSdX,0,3,3,2,2,1,4,1,2,2,1,3,2,2,3,4,4,4,2,2015
R_3R7K2KzM0Ui3POl,0,4,2,3,1,3,3,1,4,3,1,4,1,1,3,1,3,3,1,2015
R_2pXGxH06apinXTn,0,3,2,3,2,3,3,1,3,3,1,3,1,3,3,1,3,3,3,2015
R_W0NNQBitUtLhJy9,0,4,4,2,2,4,4,2,3,3,1,4,2,4,3,3,1,3,3,2015
R_AmHKF1TS5SxEq6l,0,4,3,3,1,3,3,1,4,3,1,4,1,2,4,1,1,4,1,2015
R_2VmVAf7BTWoLniA,0,3,1,1,1,3,2,2,3,2,2,2,3,1,2,4,4,3,4,2015
R_1F2hSZy64X8SmQo,0,2,1,3,1,2,3,2,2,2,2,4,2,1,2,2,3,2,1,2015
R_bJAPva3Gjcch5vT,0,3,3,2,2,2,3,2,3,2,3,3,2,3,2,3,2,2,2,2015
R_81G9P7wBObARcIN,0,3,1,4,1,1,4,1,4,4,1,3,1,2,4,1,4,4,1,2015
R_2EibnOGFcGBDzBa,0,4,4,3,1,2,3,2,2,3,1,4,1,2,3,2,3,1,1,2015
R_12KoC0RH5dmGpBE,0,4,2,4,1,3,2,1,2,1,1,4,1,1,1,2,3,2,1,2015
R_6XMssoTXC5HEYDj,0,2,2,1,2,3,2,4,3,2,1,2,2,1,1,3,2,1,3,2015
R_sbbUyoKP8mqoeGZ,0,3,2,1,2,2,3,1,3,3,1,4,3,2,3,4,2,3,2,2015
R_cORgpwla3MBELvP,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2015
R_qPKgCaKZFUPjO0x,0,4,3,1,2,3,3,2,3,2,2,4,2,3,3,3,2,2,3,2015
R_1l64HyyHCRd2CCF,0,3,3,1,1,2,2,3,2,3,1,3,2,3,1,2,2,2,1,2015
R_2fGUuJZ7W839vVK,0,3,2,2,3,3,3,2,3,3,2,3,3,2,2,3,3,2,3,2015
R_3mlQoosDlsufOZx,0,2,1,3,1,2,3,1,3,3,2,3,1,3,4,2,2,4,4,2015
R_3h4NMxYZq0jZlyJ,0,4,2,1,2,3,3,1,3,3,1,4,2,2,1,2,2,2,4,2015
R_31SJt7vHRJOUWX0,0,4,4,4,1,4,3,1,3,2,1,4,1,4,1,1,4,3,2,2015
R_24G9oMygwPO6Qzq,0,4,2,2,2,2,2,3, ,2,3,2,3,2,3,3,3,3,4,2015
R_2WAtyM8ffdfa0oK,0,3,3,2,2,3,3,3,3,2,2,3,2,3,2,3,2,2,2,2015
R_1isTLL0DhD98FvX,0,3,2,2,1,2,3,1,2,3,1,4,1,2,3,2,2,2,1,2015
R_2CpRCqDLq7l7j5W,0,3,3,3,1,1,3,1,3,4,1,4,1,1,4,1,3,4,2,2015
R_1CanexWt6l5Y5in,0,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2015
R_3HifABgcWH5Unzb,0,3,3,3,1,2,3,2,3,2,1,3,2,2,2,1,3,2,2,2015
R_2QimTXMtZDtNfLd,0,4,3,4,1,4,3,1,4,3,1,4,1,2,3,1,3,3,1,2015
R_eLMxaLkx4lm4HXH,0,4,1,4,1,4,4,1,4,4,1,4,1,1,3,1,3,4,1,2015
R_1JLcPS81FkeO7gC,0,4,2,3,1,4,4,1,3,3,1,4,1,1,3,2,3,3,1,2015
R_3Rt6Y3AMHBUyGXf,0,3,3,4,1,2,2,2,2,3,3,4,2,2,3,3,3,3,3,2015
R_1rff2eNr8Pau5X8,0,3,2,1,4,1,4,4,3,1,3,1,2,2,1,4,1,2,4,2015
R_2yjcBMH1ReoUkJU,0,4,2,3,2,3,3,2,3,2,2,4,2,2,4,3,3,3,2,2015
R_3L5uSA2Z6enRpCq,0,2,2,2,2,2,2,2,2,2,2,4,3,4,3, ,2,3,3,2015
R_xyAIkPYNcnTrlzX,0,2,3,2,3,4,1,4,2,3,1,3,4,3,1,3,2,3,2,2015
R_1mOvDbmBVM84gTh,0,4,3,4,4,4,4,2,4,4,3,4,4,2,4,2,2,3,2,2015
R_3kAGGub0iCilwiG,0,3,3,2,1,4,4,1,3,3,1,4,1,2,2,1,3,3,2,2015
R_1mIxrXpo0a9lMN9,0,4,1,3,1,3,2,1,4,2,1,4,2,2,3,2,1,3,2,2015
R_1yOVGxW4l2YEF8N,0,4,4,3,4,3,4,2,2,3,2,3,3,4,2,2,3,2,2,2015
R_22S2643m62jdg5Y,0,3,3,3,3,4,4,4,3,3,2,4,3,4,4,4,4,4,4,2015
R_2CBRvyd1dWqGQ5T,0,3,3,4,3,3,2,3,3,2,3,3,4,3,3,4,4,3,3,2015
R_3rTboPJC2r6LwhJ,0,3,3,3,3, ,2,3,2,2,3,1,2,1,1,4,3,2,1,2015
R_1FEZhxvH0BuRShw,0,4,2,3,2,2,3,1,3,3,1,4,2,2,2,3,2,2,2,2015
R_23ZtksjddCQBJfj,0,3,1,2,2,4,3,1,4,2,2,4,2,1,2,3,4,3,2,2015
R_2s4lvCPPhT9CT49,0,3, ,2,2,2,3,1,2,2,1,4,2,2,3,3,1,2,1,2015
R_339BvC08oksIEv3,0,4,2,3,1,3,2,1,2,3,1,4,2,1,3,1,2,3,1,2015
R_xDU8BwTbVpLbabT,0,3,2,2,2,2,2,1,2,2,1,3,1,2,2,1,2,1,1,2015
R_2tr4PREoC81ZtWD,0, , , , , , , , , , , , , , , , , , ,2015
R_1Cp5LtrsoLiOMh3,0,4,3,3,1,2,3,2,3,3,1,4,2,2,3,1,3,3,2,2015
R_bJmt6VlphRT1WEB,0,3,2,2,1,3,3,1,3,3,1,4,2,2,2,2,3,3,2,2015
R_0SvPY1OOuxKeZah,0, , , , , , , , , , , , , , , , , , ,2015
R_2fpP7OwFZDaXOQ5,0,3,3,2,3,3,4,3,3,3,3,3,2,3,4,3,3,4,4,2015
R_0P07yhP5g2Q5C1n,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2015
R_OJZGPuNYeOIL5vz,0,3,3,3,2,3,1,2,2,2,1,2,2,3,4,3,3,2,2,2015
R_1ghgAcb2GTOPckv,0, , , , , , , , , , , , , , , , , , ,2015
R_1K1ko7EwDZ2nvkw,0, , , , , , , , , , , , , , , , , , ,2015
R_wLuyjQLl4IcBwpr,0,4,1,3,1,4,4,1,3,4,1,4,1,1,3,3,3,2,1,2015
R_3erl3LBXBG3APlM,0,4,2,2,1,2,3,1,3,3,1,4,2,2,2,2,2,3,2,2015
R_r85cI0f8roesddD,0,4,2,3,2,4,4,1,3,2,1,4,2,2,3,2,4,3,2,2015
R_R9vsLIB0qoIIYa5,0,3,2,3,1,2,2,1,2,3,3,3,3,3, ,3,3,3,3,2015
R_1dyNZFaMMLVIMTm,0,4,2,3,1,4,3,1,3,3,1,4,1,2,2,2,2,3,1,2015
R_3RrtOfYfE3ikQun,0,4,2,1,1,2,3,2,3,3,1,3,1,2,3,1,2,2,2,2015
R_2pPsIrGYrUGzFLP,0,4,3,3,2,4,4,1,3,3,1,3,2,3,3,2,1,3,1,2015
R_Uaojq6oti9Fv5bb,0, , , , , , , , , , , , , , , , , , ,2015
R_3Ei3ZaopzXS8xBf,0,4,1,4,1,2,4,1,4,3,1,4,1,1,4,1,1,4,1,2015
R_9sr271c38Y4CJmF,0,2,1,2,1,1,2,2,4,2,1,2,1,1,1,2,1,1,1,2015
R_8oBb4yGlrXbADKl,0,4,1,2,1,3,2,1,4,3,1,4,3,2,3,3,4,3,3,2015
R_26l5x0pOUTiJUlT,0,3,2,2,2,2,3,2,3,3,2,3,2,2,2,2,3,3,2,2015
R_11jNS5w6G18aFey,0,3,2,3,3,3,3,2,3,2,2,3,3,2,2,3,3,3,2,2015
R_vJgOmpqSlaBAlvX,0,4,2,3,1,2,2,1,3,2,1,3,1,1,2,2,2,2,1,2015
R_6RI50losrWUm6IN,0,2,2,2,3,3,4,3,3,2,2,3,3,4,3,2,2,2,2,2015
R_2rYCcaNVRFwgmPX,0,3,1,4,1,2,3,1,3,3,1,4,1,1,4,2,4,4,1,2015
R_1dcsGJz6ZPTHS3E,0,4,2,4,4,2,4,1,4,4,1,4,2,2,4,4,4,4,1,2015
R_24HkLJIIUE49ER2,0,4,4,2,2,3,3,2,3,2,2,3,3,3,1,2,2,2,3,2015
R_3O7k9aMYHqoCxm2,0,4,2,3,1,4,4,1,2,3,1,4,1,1,2,1,3,4,3,2015
R_1LSENSxb1UVoHZ3,0,3,1,2,1,2,4,1,3,4,1,3,2,2,3,2,3,4,2,2015
R_erkY3OtEkMn1Ehr,0,3,3,3,1,3,3,1,3,3,1,3,1,1,3,1,1,3,1,2015
R_Xp5wDDCkC0UcDkJ,0,2,2,4,2,3,2,3,2,2,2,3,4,3,3,4,2,2,3,2015
R_33ppV7ZJJDp9zl9,0,3,2,2,2,3,3,2,3,2,2,3,2,2,2,3,3,3,3,2015
R_10TKzpbMnjYtesE,0,3,2,2,1,3,3,2,3,2,2,3,2,2,2,2,1,2,2,2015
R_2ScLA3e8452yiUE,0,2,3,2,4,2,3,3,4,2,3,3,2,2,3,2,3,1,3,2015
R_2fIphk0Q1skpOMH,0,4,4,1,2,2,4,1,2,3,3,4,2,3,2,2,2,2,2,2015
R_sR9LFGCSfP8n7ZT,0,3,2,2,3,4,4,1,3,4,3,4,2,4,3,3,1,2,1,2015
R_3gRx8f5YoQTjPSE,0,3,2,1,2,4,2,2,3,2,1,4,3,1,2,3,1,2,2,2015
R_3O60tfvP8IkU1Oq,0,3,3,4,4,3,3,4,3,3,3,3,3,3,4,3,3,4,3,2015
R_3qleR1S7P1prXal,0,3,2,3,1,3,2,2,2,3,2,4,2,2,3,2,2,3,1,2015
R_32Voyl0P1m9OCX2,0,4,4,4,3,4,4,4,4,4,2,4,4,3,2,2,3,4,1,2015
R_dd8aMufx8oYOEsF,0,4,1,2,1,4,3,1,4,1,1,3,2,3,3,3,4,2,2,2015
R_2uIi4Yx4c1qZm64,0,4,1,1,2,4,4,2,2,3,2,3,2,1,2,1,2, ,1,2015
R_5oHBpMz9V7RW7jH,0,2,1,2,2,1,3,1,2,2,1,2,1,1,1,2,1,1,3,2015
R_3qXbGPlxgOenTGB,0,4,2,2,1,4,3,1,3,3,1,4,2,2,2,3,3,2,1,2015
R_1JITq4O2e7Caa3b,0,3,2,3,1,2,2,1,3,3,2,3,2,2,3,2,2,3,2,2015
R_zZLtszjhjXOf7LX,0,3,1,2,1,2,3,1,4,2,1,3,1,1,3,2,4,3,2,2015
R_3g1KRowuzQclgbO,0,3,2,4,3,1,3,4,4,3,3,4,3,3,4,3,3,4,3,2015
R_2SuIoyW6PtlGBPb,0,4,1,3,1,4,4,1,4,4,1,4,1,1,4,1,3,4,1,2015
R_26lsRdaGibqz5w0,0,3,2,2,1,3,2,1,4,3,1,3,1,1,2,3,2,4,2,2015
R_1k20mZYRhxQzKLL,0,3,3,2,1,4,3,1,2,3,2,4,2,3,2,2,1,2,2,2015
R_3hzt27juzGqsnNb,0,4,2,3,2,4,4,2,3,3,1,3,2,3,2,2,2,3,2,2015
R_1ihDVbNEpInGfIj,0,3,2,4,2,3,3,3,3,2,2,4,3,2,3,2,2,3,2,2015
R_2XgRfp2zmixVorU,0,4,2,4,4,4,4,1,3,3,1,4,1,2,3,1,3,3,1,2015
R_OkgMmN5rzAY5gnn,0,3,3,2,2,1,2,2,1,1,1,4,1,4,2,2,3,2,2,2015
R_BJQrH3wxN3ioUeZ,0,3,3,2,3,3,3,4,2,3,2,3,2,1,2,3,3,4,2,2015
R_1GIgsKcWLMzjPgd,0,3,3,1,2,1,1,1,2,2,2,2,1,1,1,4,1,2,4,2015
R_NXsgqhQC93EYjeh,0,3,2,2,1,4,4,2,3,4,1,4,1,2,3,2,3,3,2,2015
R_XSBf4nrEf4eMnSN,0,3,2,2,3,4,4,1,4,2,1,3,2,2,1,2,2,1,1,2015
R_1eCqQL4Z3Mh54TZ,0,3,1,2,1,1,3,1,2,2,1,4,3,1,1,4,3,1,1,2015
R_332o3QyEZHqTA2A,0,4,2,4,3,2,3,2,3,3,4,4,2,1,2,3,3,3,1,2015
R_1S1iSA6w59qBKJf,0,4,1,1,2,4,1,4,4,3,4,3,2,1,1,4,1,1,4,2015
R_2bJK75h1TfvR5FS,0,3,2,3,2,3,3,3,4,2,3,2,2,2,3,2,3,3,3,2015
R_2AWLx0Y9dA0fpfG,0,3,3,1,2,4,2,2,3,1,1,3,2,3,1,4,2,3,1,2015
R_XnfDr5YYSCbsZ7b,0,4,2, ,1,4,4,1,4,4,1,4,2,2,1,2,2,2,1,2015
R_CkNlhLCecphAAAF,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2015
R_1jfxuCCGWJHPZIG,0,2,2,3,3,3,2,2,2,3,2,3,2,3,2,3,3,3,2,2015
R_3fjiQg1xOi3Q5v2,0,3,2,2,3,2,3,1,2,3,2,2,3,2,2,3,2,2,2,2015
R_udA1hOagAUZPMGt,0,4,1,3,2,2,3,2,4,3,1,3,1,4,3,1,2,2,1,2015
R_sOpdSj6c6a3Sh0Z,0,3,3,3,2,2,3,2,3,3,2,2,3,2,3,3,2,3,2,2015
R_1dcBfXVk24ueBqI,0,3,1,3,1,4,2,1,3,2,1,3,1,4,2,1,2,2,1,2015
